id,Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,PosSent,NegSent,CompoundSent,Repetitiveness,SpotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
134,66,dirt,florida georgia line,2014,106,378,True,0.083,0.078,0.5966,0.72,5CXnIPD6rTjszYYQm6fY2P,0.554,0.875,2,-4.185,1,0.0487,0.0661,1.59e-05,0.118,0.543,121.976,230587
135,65,2 on,tinashe featuring schoolboy q,2014,167,553,True,0.193,0.092,0.9965,0.698,3jVtllWS5CFFWLQng8sKsr,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,227000
136,72,lifestyle,rich gang featuring young thug and rich homie quan,2014,241,646,True,0.141,0.165,-0.9518,0.627,7DTlsMOQjGysXHpwwpHuPl,0.718,0.67,1,-5.236,1,0.227,0.0144,0.0,0.0851,0.517,88.764,269693
137,63,burnin it down,jason aldean,2014,107,410,True,0.073,0.012,0.9769,0.739,unknown,,,,,,,,,,,,
138,62,animals,maroon 5,2014,111,465,True,0.256,0.085,0.9984,0.761,2bL2gyO6kBdLkNSkxXNh6x,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013
139,64,play it again,luke bryan,2014,143,424,True,0.249,0.023,0.9985,0.663,03fT3OHB9KyMtGMt2zwqCT,0.51,0.898,11,-3.15,1,0.0696,0.0832,0.0,0.071,0.596,144.056,226867
140,59,cool kids,echosmith,2014,80,295,True,0.492,0.005,0.9996,0.729,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627
141,58,my hitta,yg featuring jeezy and rich homie quan,2014,184,691,True,0.041,0.073,-0.9732,0.734,5G47DlluL671zo0k3OhoSm,0.752,0.509,10,-6.794,0,0.141,0.13,0.0,0.141,0.648,85.5,236093
142,57,radioactive,imagine dragons,2014,67,267,True,0.09,0.023,0.9495,0.749,4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813
143,56,sing,ed sheeran,2014,176,432,True,0.147,0.056,0.9949,0.593,6K8qKeWo5MsFED7wCR6Kop,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,235382
144,61,trumpets,jason derulo,2014,70,343,True,0.07,0.076,0.2023,0.796,5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142,217419
145,54,hot boy,bobby shmurda,2014,193,403,False,0.071,0.096,-0.9038,0.521,0rFke7eNFHbGuGJUdRgjB2,0.859,0.5,9,-7.628,1,0.347,0.042,1.6e-05,0.0616,0.186,83.981,194561
146,53,na na,trey songz,2014,105,469,True,0.18,0.039,0.9968,0.776,5maiP9UMnTSgoxPX8X3bdz,0.67,0.476,9,-6.253,0,0.0406,0.328,0.0,0.104,0.235,96.975,231907
147,52,dont,ed sheeran,2014,219,588,True,0.175,0.091,0.9959,0.628,unknown,,,,,,,,,,,,
148,51,a sky full of stars,coldplay,2014,66,166,True,0.046,0.093,-0.808,0.602,0FDzzruyVECATHXKHFs9eJ,0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,124.996,268467
149,50,classic,mkto,2014,141,384,True,0.223,0.041,0.9967,0.633,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427
150,49,this is how we roll,florida georgia line featuring luke bryan,2014,150,377,True,0.12,0.014,0.9903,0.602,2TR7A4ulH9R1PNwMyd8o8U,0.555,0.931,8,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085,220907
151,48,the man,aloe blacc,2014,119,511,True,0.158,0.064,0.9943,0.767,2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,11,-7.256,0,0.065,0.0331,0.0,0.214,0.488,81.853,254880
152,47,aint it fun,paramore,2014,92,418,True,0.117,0.185,-0.9874,0.78,unknown,,,,,,,,,,,,
153,46,roar,katy perry,2014,119,461,True,0.139,0.052,0.9933,0.742,6F5c58TMEs1byxUstkzVeM,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546
154,45,not a bad thing,justin timberlake,2014,195,880,True,0.169,0.153,0.9751,0.778,1JmPASoql4lnXimD5ICqRP,0.594,0.729,2,-5.774,1,0.0626,0.271,0.0,0.383,0.459,86.032,266294
155,44,wrecking ball,miley cyrus,2014,96,324,True,0.148,0.09,0.9371,0.704,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360
156,43,show me,kid ink featuring chris brown,2014,147,626,True,0.084,0.09,-0.8725,0.765,4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,7,-7.299,1,0.0494,0.0354,0.0,0.141,0.665,98.098,217800
157,41,rather be,clean bandit featuring jess glynne,2014,95,348,True,0.086,0.251,-0.9963,0.727,3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833
158,40,wiggle,jason derulo featuring snoop dogg,2014,159,350,True,0.06,0.07,-0.5478,0.546,2sLwPnIP3CUVmIuHranJZU,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,193296
159,39,burn,ellie goulding,2014,91,469,True,0.141,0.121,0.9327,0.806,7z3N2W7Xz1t2G2sAO8wFVH,0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928,231933
160,38,bailando,enrique iglesias featuring descemer bueno and gente de zona,2014,98,376,True,0.021,0.104,-0.9705,0.739,32lm3769IRfcnrQV11LO4E,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413
161,37,break free,ariana grande featuring zedd,2014,93,315,True,0.205,0.053,0.9852,0.705,12KUFSHFgT0XCoiSlvdQi4,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840
162,36,anaconda,nicki minaj,2014,183,587,True,0.066,0.228,-0.9991,0.688,794F99D5BQHS5ZGRXAs7I5,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240
163,35,drunk in love,beyonce featuring jay z,2014,235,596,True,0.165,0.087,0.9939,0.606,6jG2YzhxptolDzLHTGLt7S,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323480
164,34,boom clap,charli xcx,2014,89,383,True,0.086,0.024,0.9761,0.768,0Y1MWB026LYxGvhq4EcMiC,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,169866
165,33,summer,calvin harris,2014,36,101,True,0.131,0.061,0.8331,0.644,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533
166,32,habits stay high,tove lo,2014,109,325,False,0.074,0.099,-0.6405,0.665,unknown,,,,,,,,,,,,
167,31,best day of my life,american authors,2014,86,229,True,0.188,0.04,0.9926,0.624,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.378,1,0.0347,0.0629,0.000174,0.0552,0.521,100.016,194240
168,30,loyal,chris brown featuring lil wayne and french montana too short or tyga,2014,192,593,True,0.091,0.311,-0.9995,0.676,7kqcudBGM74MXVoYMaoWkC,0.845,0.506,1,-5.971,1,0.0409,0.0228,1.03e-06,0.0879,0.647,99.051,264947
169,29,maps,maroon 5,2014,93,435,False,0.031,0.133,-0.9944,0.786,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960
170,28,latch,disclosure featuring sam smith,2014,81,294,True,0.118,0.009,0.9859,0.724,1BltsyC5W3SAABdxyrDXwi,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,255632
171,27,bang bang,jessie j ariana grande and nicki minaj,2014,164,380,True,0.143,0.077,0.9796,0.568,0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0,-3.417,0,0.0909,0.26,0.0,0.38,0.749,150.035,199387
172,26,black widow,iggy azalea featuring rita ora,2014,181,487,True,0.253,0.079,0.9988,0.628,7pNC5ZIKtwUK0ReSpM3P9f,0.741,0.726,3,-3.77,0,0.143,0.181,0.000189,0.111,0.527,163.991,209423
173,25,chandelier,sia,2014,115,265,True,0.123,0.053,0.9594,0.566,2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120
174,24,story of my life,one direction,2014,124,378,True,0.118,0.097,0.8199,0.672,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493
175,23,demons,imagine dragons,2014,114,294,True,0.052,0.137,-0.9769,0.612,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200
176,22,wake me up,avicii,2014,91,245,True,0.195,0.014,0.9914,0.629,4h8VwCb1MTGoLKueQ1WgbD,0.518,0.784,2,-5.659,1,0.0524,0.00346,0.00187,0.171,0.588,124.102,247427
177,21,let it go,idina menzel,2014,153,304,True,0.109,0.108,-0.1424,0.497,0qcr5FMsEO85NAQjrlDRKo,0.541,0.485,8,-6.85,1,0.031,0.558,0.0,0.12,0.369,136.956,223840
178,20,royals,lorde,2014,126,363,True,0.119,0.137,-0.6736,0.653,2dLLR6qlu5UJ5gk0dKz0h3,0.616,0.432,7,-9.546,1,0.133,0.106,0.0,0.132,0.302,84.778,190185
179,19,let her go,passenger,2014,108,417,True,0.177,0.139,0.9854,0.741,6GmUVqe73u5YRfUUynZK6I,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.244,74.897,252733
180,18,team,lorde,2014,138,362,True,0.107,0.075,0.843,0.619,3G6hD9B2ZHOsgf4WfNu7X1,0.696,0.59,6,-7.428,1,0.0904,0.151,0.0,0.247,0.462,99.984,193059
181,17,say something,a great big world and christina aguilera,2014,56,139,True,0.203,0.036,0.9719,0.597,7qje9qxLncMESiPeI27SAn,0.559,0.741,11,-4.491,1,0.0889,0.0912,0.0,0.735,0.718,79.887,240920
182,16,the monster,eminem featuring rihanna,2014,267,499,True,0.158,0.107,0.978,0.465,3u0qM9FSgL3zXi1Vn75b0i,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189
183,15,turn down for what,dj snake and lil jon,2014,14,103,True,0.0,0.088,-0.8225,0.864,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733
184,14,am i wrong,nico  vinz,2014,99,388,True,0.134,0.188,-0.9906,0.745,unknown,,,,,,,,,,,,
185,60,hey brother,avicii,2014,54,147,True,0.109,0.071,0.875,0.633,4RXpgGM7A4Hg7cFBoH5KyF,0.537,0.777,7,-4.829,0,0.0473,0.0279,6.12e-05,0.0838,0.427,124.943,255093
186,12,pompeii,bastille,2014,88,348,False,0.124,0.028,0.9716,0.747,3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148
187,11,timber,pitbull featuring kesha,2014,112,391,True,0.193,0.009,0.9975,0.714,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160
188,10,stay with me,sam smith,2014,89,194,True,0.224,0.118,0.9888,0.541,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724
189,9,problem,ariana grande featuring iggy azalea,2014,148,545,True,0.093,0.209,-0.9973,0.728,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.009,193920
190,8,all about that bass,meghan trainor,2014,132,446,True,0.106,0.127,-0.7033,0.704,0ifSeVGUr7py5GggttDhXw,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,188754
191,7,rude,magic,2014,131,403,True,0.113,0.25,-0.998,0.675,3tCwjWLicbjsMCvXhN0WOE,0.743,0.807,1,-3.78,1,0.0364,0.0435,0.0,0.309,0.899,144.062,224773
192,6,talk dirty,jason derulo featuring 2 chainz,2014,132,333,True,0.081,0.155,-0.9846,0.604,6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,177685
193,5,counting stars,onerepublic,2014,101,496,True,0.122,0.144,-0.8339,0.796,6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840
194,4,fancy,iggy azalea featuring charli xcx,2014,207,482,True,0.147,0.053,0.991,0.571,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938
195,13,shake it off,taylor swift,2014,114,520,True,0.101,0.45,-0.9997,0.781,5xTtaWoae3wi06K5WfVUUH,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,219200
196,2,dark horse,katy perry featuring juicy j,2014,165,402,True,0.305,0.087,0.999,0.59,5jrdCoLpJSvHHorevXBATy,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,215672
197,1,happy,pharrell williams,2014,112,492,True,0.366,0.033,0.9997,0.772,6NPVjNh8Jhru9xOmyQigds,0.652,0.757,1,-6.819,1,0.153,0.286,0.0,0.0886,0.962,159.911,233305
198,100,still into you,paramore,2013,103,320,True,0.093,0.049,0.8723,0.678,1yjY7rpaAQvKwpdUliHx0d,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013
199,99,im different,2 chainz,2013,152,395,True,0.135,0.158,-0.9468,0.615,unknown,,,,,,,,,,,,
200,98,runnin outta moonlight,randy houser,2013,126,372,True,0.085,0.012,0.9788,0.661,unknown,,,,,,,,,,,,
201,55,hold on were going home,drake featuring majid jordan,2014,69,314,True,0.146,0.043,0.9887,0.78,unknown,,,,,,,,,,,,
202,96,brave,sara bareilles,2013,137,399,True,0.134,0.051,0.9884,0.657,6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573
203,3,all of me,john legend,2014,131,377,True,0.177,0.121,0.9875,0.653,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560
204,94,get your shine on,florida georgia line,2013,100,269,True,0.137,0.029,0.9845,0.628,6s9ICeczYOfbHHIaSMq9jd,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013
205,93,downtown,lady antebellum,2013,125,258,True,0.136,0.069,0.964,0.516,4kY7rYtE4OQkJNq22OIYRI,0.532,0.825,9,-5.287,1,0.0468,0.18,0.0,0.296,0.96,169.961,195867
206,92,wanted,hunter hayes,2013,88,259,True,0.23,0.0,0.9966,0.66,0p1BcEcYVO3uk4KDf3gzkY,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,228840
207,91,bugatti,ace hood featuring future and rick ross,2013,260,648,True,0.071,0.156,-0.9959,0.599,0uFvvXbmGIXlf5ZgtHyYpf,0.607,0.589,1,-4.929,1,0.0542,0.0168,0.0,0.0855,0.069,130.431,269267
208,90,it goes like this,thomas rhett,2013,86,288,True,0.225,0.037,0.9954,0.701,6GsAD8PgHxmEuIPTG8GP3M,0.543,0.837,11,-6.448,1,0.0608,0.117,0.0,0.0872,0.506,168.056,186080
209,89,mamas broken heart,miranda lambert,2013,149,309,True,0.128,0.102,0.9275,0.518,unknown,,,,,,,,,,,,
210,88,next to me,emeli sande,2013,96,277,True,0.074,0.129,-0.9186,0.653,unknown,,,,,,,,,,,,
211,87,uoeno,rocko featuring future and rick ross,2013,202,683,True,0.021,0.115,-0.9957,0.704,unknown,,,,,,,,,,,,
212,86,let me love you until you learn to love yourself,neyo,2013,86,419,False,0.377,0.052,0.9997,0.795,unknown,,,,,,,,,,,,
213,85,hall of fame,the script featuring william,2013,103,455,True,0.243,0.032,0.9988,0.774,1X1DWw2pcNZ8zSub3uhlNz,0.421,0.873,10,-4.343,1,0.0565,0.0653,0.0,0.123,0.63,84.803,202533
214,42,dont tell em,jeremih featuring yg,2014,178,748,True,0.122,0.062,0.9918,0.762,unknown,,,,,,,,,,,,
215,83,body party,ciara,2013,102,325,False,0.218,0.019,0.997,0.686,0rFZaQ4crlGAzuCjWCQ2xu,0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973,234040
216,82,troublemaker,olly murs featuring flo rida,2013,152,435,True,0.133,0.288,-0.9984,0.651,0gRczqVHrEQQDyizJUtgRc,0.761,0.856,0,-3.65,0,0.0731,0.02,0.0,0.149,0.967,106.009,185200
217,81,beautiful,mariah carey featuring miguel,2013,90,247,True,0.343,0.041,0.9979,0.636,unknown,,,,,,,,,,,,
218,80,sure be cool if you did,blake shelton,2013,116,343,True,0.222,0.057,0.9965,0.662,0g9zfmHDjZvYQDAf4pPOqi,0.576,0.726,11,-4.625,1,0.035,0.255,0.0,0.108,0.582,136.802,215720
219,79,swimming pools drank,kendrick lamar,2013,175,576,False,0.045,0.043,-0.34,0.696,unknown,,,,,,,,,,,,
220,78,thats my kind of night,luke bryan,2013,128,382,True,0.346,0.0,0.9995,0.665,unknown,,,,,,,,,,,,
221,77,highway dont care,tim mcgraw featuring taylor swift and keith urban,2013,95,425,True,0.024,0.162,-0.9959,0.776,unknown,,,,,,,,,,,,
222,76,carry on,fun,2013,149,353,True,0.084,0.18,-0.9879,0.578,7gpy7sfWPNuOKmUNs3XQYE,0.388,0.694,5,-5.769,1,0.0735,0.118,0.000293,0.082,0.365,145.434,278373
223,75,the a team,ed sheeran,2013,124,338,False,0.131,0.193,-0.9705,0.633,1VdZ0vKfR5jneCmWIUAMxK,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,258373
224,74,best song ever,one direction,2013,90,384,True,0.282,0.033,0.9988,0.766,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,200107
225,73,the fox what does the fox say,ylvis,2013,124,221,False,0.06,0.038,0.5906,0.439,unknown,,,,,,,,,,,,
226,72,i want crazy,hunter hayes,2013,147,401,True,0.169,0.165,0.9717,0.633,2tC3NZsLgXr9CXvOKon19c,0.562,0.878,8,-4.806,1,0.0387,0.0539,0.0,0.112,0.558,103.029,236865
227,71,22,taylor swift,2013,103,391,True,0.248,0.069,0.9973,0.737,3bIxTsfeNMO7Nt2J3EUKrA,0.664,0.739,7,-6.539,1,0.0377,0.0027,0.00273,0.0742,0.703,104.012,230133
228,70,pour it up,rihanna,2013,101,416,True,0.036,0.016,0.7964,0.757,76VtA90NKurNqaQpV126Ue,0.782,0.495,2,-8.723,1,0.0436,0.021,0.0,0.104,0.365,134.016,161200
229,69,crash my party,luke bryan,2013,125,350,True,0.101,0.158,-0.9587,0.643,6GBUsjHfZuweYf5lQEz6mP,0.526,0.823,7,-4.03,1,0.0431,0.0309,0.0,0.246,0.435,144.09,234760
230,68,catch my breath,kelly clarkson,2013,109,381,True,0.049,0.041,0.7351,0.714,5qxPabNDnJQ551Tf4v6k3j,0.692,0.908,9,-5.364,1,0.0677,0.0251,0.0,0.0933,0.513,124.042,250387
231,67,berzerk,eminem,2013,292,726,True,0.091,0.071,0.9502,0.598,167qhSKlLc9SEdLUKZhGiF,0.739,0.872,11,-4.059,0,0.333,0.0217,0.0,0.26,0.684,95.084,238746
232,66,the other side,jason derulo,2013,103,381,True,0.23,0.125,0.9948,0.73,5FljCWR0cys07PQ9277GTz,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,226987
233,65,little talks,of monsters and men,2013,129,327,True,0.161,0.112,0.9598,0.606,3a2tuvXCHbW5nuUckuHkKT,0.46,0.786,1,-5.238,1,0.038,0.0215,0.0,0.133,0.408,103.192,266600
234,64,i cry,flo rida,2013,190,616,True,0.093,0.218,-0.9982,0.692,4bZd0nRuX8HyjeXAUBczvm,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223800
235,63,counting stars,onerepublic,2013,101,496,True,0.122,0.144,-0.8339,0.796,6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,257840
236,62,demons,imagine dragons,2013,114,294,True,0.052,0.137,-0.9769,0.612,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200
237,61,gone gone gone,phillip phillips,2013,111,397,True,0.225,0.145,0.9897,0.72,unknown,,,,,,,,,,,,
238,60,boys round here,blake shelton featuring pistol annies and friends,2013,159,500,True,0.099,0.024,0.9902,0.682,unknown,,,,,,,,,,,,
239,95,thatpower,william featuring justin bieber,2013,,,,,,,,01TuObJVd7owWchVRuQbQw,0.797,0.608,6,-6.096,0,0.0583,0.00112,7.66e-05,0.0748,0.403,128.0,279507
240,58,some nights,fun,2013,185,472,True,0.127,0.106,0.9676,0.608,6t6oULCRS6hnI7rm0h5gwl,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040
241,57,die young,kesha,2013,110,381,True,0.114,0.192,-0.992,0.711,6mnjcTmK8TewHfyOp3fC9C,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920
242,56,i need your love,calvin harris featuring ellie goulding,2013,104,306,True,0.15,0.122,0.8962,0.66,05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,234507
243,55,gangnam style,psy,2013,190,569,True,0.163,0.006,0.998,0.666,03UrZgTINDqvnUMbbIMhql,0.736,0.939,11,-2.812,0,0.284,0.0055,0.0,0.0905,0.761,132.07,219493
244,54,wagon wheel,darius rucker,2013,136,356,True,0.128,0.044,0.9769,0.618,3xdjjKMcMOFgo1eQrfbogM,0.529,0.663,9,-7.138,1,0.0306,0.456,0.0,0.142,0.592,148.102,298400
245,53,try,pink,2013,83,313,True,0.063,0.096,-0.9244,0.735,unknown,,,,,,,,,,,,
246,52,i will wait,mumford  sons,2013,85,215,True,0.118,0.108,-0.2266,0.605,unknown,,,,,,,,,,,,
247,51,love somebody,maroon 5,2013,84,348,True,0.11,0.055,0.972,0.759,0HnaqUxvHP5LaWdmWwJpiS,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016,229813
248,50,heart attack,demi lovato,2013,150,413,True,0.138,0.206,-0.9877,0.637,25CA8QVJQrh5R05UUCaODM,0.608,0.863,11,-4.87,1,0.131,0.0593,0.0,0.228,0.476,150.029,233147
249,49,girl on fire,alicia keys,2013,90,235,False,0.072,0.178,-0.9786,0.617,4esOae7i4rqTbAu9o5Pxco,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920
250,48,power trip,j cole featuring miguel,2013,189,686,True,0.188,0.089,0.9977,0.724,7FOJvA3PxiIU0DN3JjQ7jT,0.667,0.61,1,-7.054,1,0.217,0.322,0.000203,0.426,0.465,99.991,241160
251,47,its time,imagine dragons,2013,97,303,True,0.076,0.12,-0.9325,0.68,unknown,,,,,,,,,,,,
252,46,home,phillip phillips,2013,65,216,True,0.099,0.123,-0.8746,0.699,4rsW3WCZBGwhHfJWuHRwyT,0.607,0.816,0,-6.02,1,0.0306,0.023,1.16e-05,0.136,0.355,121.029,210173
253,97,let her go,passenger,2013,108,417,True,0.177,0.139,0.9854,0.741,6GmUVqe73u5YRfUUynZK6I,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.244,74.897,252733
254,44,sweet nothing,calvin harris featuring florence welch,2013,83,213,True,0.375,0.032,0.9985,0.61,24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560
255,43,same love,macklemore and ryan lewis featuring mary lambert,2013,278,641,True,0.273,0.129,0.9991,0.566,01uqI4H13Gsd8Lyl1EYd8H,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525
256,42,beauty and a beat,justin bieber featuring nicki minaj,2013,118,316,True,0.178,0.017,0.9953,0.627,190jyVPHYjAqEaOGmMzdyk,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987
257,41,fuckin problems,asap rocky featuring drake 2 chainz and kendrick lamar,2013,247,530,False,0.139,0.17,-0.9768,0.534,unknown,,,,,,,,,,,,
258,40,my songs know what you did in the dark light em up,fall out boy,2013,101,343,False,0.051,0.058,-0.374,0.706,unknown,,,,,,,,,,,,
259,39,love me,lil wayne featuring drake and future,2013,171,586,True,0.159,0.325,-0.9991,0.708,7tGlzXJv6GD5e5qlu5YmDg,0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,253440
260,38,one more night,maroon 5,2013,107,409,True,0.147,0.206,-0.985,0.738,4XNrMwGx1SqP01sqkGTDmo,0.71,0.8,5,-3.439,0,0.0339,0.0563,0.0,0.0834,0.635,93.01,219467
261,37,applause,lady gaga,2013,92,400,True,0.198,0.038,0.9972,0.77,2Zj4FUsMtu9PMuJsHbGbdv,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333
262,84,adorn,miguel,2013,86,247,True,0.31,0.03,0.9981,0.652,25cUhiAod71TIQSNicOaW3,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147
263,35,daylight,maroon 5,2013,105,331,True,0.128,0.058,0.9777,0.683,6TwfdLbaxTKzQi3AgsZNzx,0.657,0.679,2,-5.511,1,0.0269,0.00246,0.0,0.211,0.331,120.007,225307
264,34,hold on were going home,drake featuring majid jordan,2013,69,314,True,0.146,0.043,0.9887,0.78,unknown,,,,,,,,,,,,
265,33,come  get it,selena gomez,2013,87,305,False,0.149,0.199,-0.9594,0.715,unknown,,,,,,,,,,,,
266,32,started from the bottom,drake,2013,131,453,True,0.069,0.06,0.3063,0.711,6V2D8Lls36APk0THDjBDfE,0.794,0.522,8,-7.829,1,0.159,0.0328,0.0,0.156,0.567,86.318,174133
267,31,the way,ariana grande featuring mac miller,2013,164,625,True,0.311,0.04,0.9996,0.738,06EL94D0TA27Ik0Ke5usbj,0.644,0.879,5,-3.179,0,0.147,0.325,0.0,0.0742,0.83,82.518,227027
268,45,summertime sadness,lana del rey and cedric gervais,2013,99,272,True,0.105,0.222,-0.9867,0.636,2dBwB667LHQkLhdYlwLUZK,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,265427
269,29,safe and sound,capital cities,2013,61,272,True,0.31,0.015,0.9982,0.776,6Z8R6UsFuGXGtiIxiD8ISb,0.656,0.821,0,-4.838,1,0.0325,0.000194,0.00232,0.101,0.791,117.948,192790
